Unique_User_ID,Age,Dependents,Employment_Status,City_Tier,Month,Monthly_Income,Rent,Loan_Repayment,Insurance,Subscriptions,Groceries,Travel,Going_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Monthly_Savings,Savings,Investments,Net_Worth,Financial_Goals,Needs,Wants,Savings_Investment_Total,Debt,Total_Liabilities
BBUK017798,64,0,Student,2,11,1772,372,260,37,9,135,68,34,27,76,37,38,57,1150,622,4927,10410,-10742,Education,995,154,15337,26021,26079
BBUK017799,64,0,Full-time,1,10,5429,1640,106,143,63,529,370,132,106,296,143,32,159,3719,1710,15013,27512,31023,Emergency fund,3111,608,42526,10583,11503
BBUK017800,37,1,Unemployed,2,10,1559,495,38,27,13,237,90,45,36,101,27,32,54,1195,364,2040,1283,-4543,Retirement,1011,183,3323,3820,7867
BBUK017801,62,0,Part-time,1,1,14453,0,297,1095,337,2807,1965,702,561,1572,758,168,1179,11443,3010,30009,51610,192859,Retirement,7877,3565,81619,375,73782
BBUK017802,51,2,Part-time,2,9,1000,223,104,22,6,133,41,20,16,45,22,15,34,681,319,1431,2726,-8370,Retirement,588,93,4157,10363,12526
BBUK017803,36,0,Full-time,1,4,3651,1356,143,66,31,437,306,109,87,245,66,26,131,3004,647,3036,1705,-11729,Buy a house,2523,481,4742,14340,16471
BBUK017804,30,0,Student,2,3,1000,297,49,16,8,108,54,49,38,60,16,30,45,769,231,1453,259,-4635,Buy a house,609,161,1712,4882,6347
BBUK017805,28,2,Self-employed,1,2,6949,2230,82,194,86,1180,504,324,252,403,108,130,302,5795,1154,3015,1195,-7049,Emergency fund,4629,1166,4210,8221,11259
BBUK017806,67,0,Full-time,1,12,9354,3390,120,426,131,1094,765,273,219,612,295,66,328,7720,1634,6933,9536,3006,Pay off debt,6462,1258,16469,11976,13463
BBUK017807,62,1,Full-time,1,2,115773,0,790,4537,1396,15358,8144,2909,2327,6515,3141,2094,4887,52098,63675,258766,765090,1068326,Emergency fund,37322,14776,1023856,10624,181471
BBUK017808,27,0,Retired,3,11,1315,347,151,21,10,139,69,62,49,69,21,8,42,987,328,800,149,-16092,Retirement,797,190,949,15106,17042
BBUK017809,67,0,Full-time,2,6,5224,1606,118,158,70,584,292,146,117,327,158,35,175,3786,1438,13307,27912,26773,Education,3161,625,41218,11831,14445
BBUK017810,38,1,Self-employed,2,7,3058,948,54,52,24,455,172,86,69,193,52,62,103,2271,787,3449,3036,-4374,Start a business,1919,352,6485,5436,10859
BBUK017811,23,1,Full-time,3,7,8963,0,558,501,223,2451,929,836,650,929,279,334,557,8246,717,1187,340,84919,Retirement,5609,2637,1527,18109,112217
BBUK017812,20,1,Retired,1,6,1420,434,27,21,10,185,98,63,49,78,21,25,42,1053,367,183,55,-4464,Buy a house,850,203,238,2736,4702
BBUK017813,60,0,Part-time,2,2,2514,761,13,75,19,277,138,69,55,155,75,17,116,1770,744,2609,4574,2045,Buy a house,1455,315,7183,1333,5138
BBUK017814,50,2,Full-time,2,3,21132,4314,92,612,188,2573,784,392,314,878,235,282,471,11136,9996,59848,59695,105171,Retirement,9457,1679,119542,9209,14372
BBUK017815,66,0,Part-time,1,12,11222,0,409,810,249,2076,1454,519,415,1163,561,125,872,8652,2570,7382,11305,160635,Buy a house,6015,2637,18686,16935,76769
BBUK017816,42,0,Full-time,3,12,6690,1973,86,308,95,789,395,197,158,395,118,47,237,4796,1894,15405,11404,16789,Pay off debt,3952,844,26809,8566,10020
BBUK017817,27,0,Full-time,1,6,2123,685,38,33,15,221,155,100,77,124,33,13,93,1588,535,1259,290,-4432,Travel,1241,347,1549,3837,5981
BBUK017818,61,1,Part-time,1,11,3060,888,53,77,20,378,201,72,57,160,77,52,120,2155,904,8507,16281,18407,Retirement,1806,349,24788,5288,6381
BBUK017819,21,1,Full-time,1,9,108638,24364,278,2122,943,10374,5502,3537,2751,4401,1179,1415,3301,60166,48472,73487,19396,64052,Buy a house,47434,12732,92883,27844,28831
BBUK017820,25,0,Full-time,1,1,3512,1219,19,59,28,393,275,177,138,220,59,24,118,2729,784,2821,1196,-5416,Buy a house,2158,570,4017,1862,9433
BBUK017821,65,0,Full-time,2,1,1543,0,386,69,18,254,127,63,51,142,69,15,76,1270,274,2575,4913,39491,Buy a house,1011,259,7487,11656,165185
BBUK017822,44,0,Unemployed,2,6,3855,1463,69,144,37,532,266,133,106,298,80,32,224,3385,470,2375,1473,-7269,Retirement,2778,607,3848,6922,11117
BBUK017823,20,3,Full-time,1,7,2021,0,189,34,16,446,159,102,80,127,34,41,68,1296,724,364,94,283687,Retirement,967,330,458,9181,33589
BBUK017824,42,0,Self-employed,1,7,2510,712,132,62,16,230,161,57,46,129,34,14,69,1661,849,7428,6049,-441,Invest more,1409,253,13477,13185,13918
BBUK017825,31,0,Part-time,2,6,1000,0,250,16,8,108,54,49,38,60,16,6,45,650,350,624,157,128903,Pay off debt,489,161,781,16445,325930
BBUK017826,49,1,Self-employed,2,12,1723,0,431,45,12,218,83,41,33,92,25,30,50,1058,665,4799,5079,233336,Emergency fund,890,168,9878,3026,146130
BBUK017827,45,0,Full-time,1,3,2072,564,81,49,13,182,127,45,36,102,27,11,76,1314,758,1730,1695,-6931,Invest more,1093,222,3426,8090,10357
BBUK017828,60,0,Full-time,1,12,2320,894,29,78,20,288,202,72,58,162,78,17,121,2020,300,3782,6430,4905,Emergency fund,1668,352,10212,2922,5307
BBUK017829,19,1,Part-time,2,2,1000,243,8,13,6,117,44,40,31,49,13,16,37,617,383,42,9,-1167,Pay off debt,486,132,51,838,1218
BBUK017830,54,0,Part-time,1,8,6081,1415,34,178,55,456,319,114,91,256,123,27,192,3260,2821,7375,10644,13977,Retirement,2681,580,18019,3384,4043
BBUK017831,75,0,Self-employed,1,11,3310,1321,22,115,30,426,298,107,85,239,115,26,128,2911,399,1125,1727,-4950,Pay off debt,2442,469,2853,2218,7802
BBUK017832,38,1,Full-time,2,1,1985,510,147,28,13,245,93,46,37,104,28,33,56,1340,645,4000,3298,-8833,Emergency fund,1151,189,7298,14722,16130
BBUK017833,22,2,Self-employed,1,12,3355,0,505,43,20,469,200,129,100,160,43,51,120,1841,1514,1205,304,266577,Retirement,1392,449,1509,11979,108290
BBUK017834,72,0,Self-employed,1,11,7443,2388,26,300,92,770,539,193,154,431,208,46,231,5379,2065,18879,23834,39560,Buy a house,4493,886,42713,2583,3153
BBUK017835,69,1,Student,2,11,1360,352,65,35,9,169,64,32,26,72,35,51,38,947,413,1588,2472,-2882,Education,816,131,4060,6527,6942
BBUK017836,54,1,Student,3,6,2422,0,538,66,17,322,122,61,49,122,66,97,73,1532,890,5218,10570,83501,Retirement,1283,248,15788,10034,119357
BBUK017837,33,0,Full-time,1,6,1458,400,122,19,9,129,90,58,45,72,19,8,54,1026,432,3622,1404,-10361,Buy a house,823,202,5027,12210,15388
BBUK017838,52,1,Full-time,3,3,4177,1169,23,126,56,617,234,117,94,234,126,84,196,3077,1099,4721,8260,7725,Buy a house,2521,557,12981,2344,5256
BBUK017839,44,1,Part-time,3,6,3100,950,56,103,27,501,190,95,76,190,57,68,114,2426,674,4053,2611,-5291,Emergency fund,2039,387,6664,5570,11955
BBUK017840,52,0,Part-time,2,1,7867,2943,56,417,128,1070,535,268,214,599,289,64,321,6906,961,4390,7586,5140,Retirement,5761,1145,11976,5632,6836
BBUK017841,50,0,Full-time,2,3,3904,0,530,167,43,620,310,155,124,347,93,37,260,2688,1216,4715,2819,-27313,Buy a house,1981,707,7534,3538,127167
BBUK017842,57,2,Full-time,3,12,2356,695,28,75,19,456,139,70,56,139,75,50,117,1920,436,4834,9894,8571,Invest more,1603,317,14727,2848,6157
BBUK017843,43,4,Student,2,11,3470,706,255,69,18,585,128,64,51,144,38,103,108,2269,1201,6280,5838,-14728,Start a business,1977,293,12118,25487,26846
BBUK017844,69,3,Full-time,1,2,5000,1235,78,108,48,781,279,100,80,223,108,72,120,3230,1770,7643,14398,9459,Travel,2772,458,22042,7846,12582
BBUK017845,70,1,Full-time,1,6,10788,0,285,535,165,1810,960,343,274,768,370,247,411,6166,4622,29764,55315,285828,Pay off debt,4590,1576,85079,2336,67864
BBUK017846,32,3,Full-time,3,9,9359,0,320,457,203,3316,846,761,592,846,254,305,711,8610,749,6441,2420,388526,Buy a house,6005,2605,8860,10659,64065
BBUK017847,59,2,Full-time,1,2,2888,720,78,63,16,381,163,58,46,130,63,42,70,1830,1059,4424,7181,3591,Invest more,1574,256,11605,7761,8014
BBUK017848,34,0,Part-time,2,7,4484,1577,167,86,69,573,287,258,201,321,86,34,241,3900,584,3114,921,-19421,Buy a house,3017,883,4035,16721,23456
BBUK017849,63,2,Full-time,2,10,1657,503,86,49,13,300,92,46,37,103,49,33,77,1387,270,1997,3396,-5192,Buy a house,1179,209,5394,8561,10586
BBUK017850,45,0,Full-time,1,4,2898,744,30,65,17,240,168,60,48,134,36,14,72,1629,1269,13991,9579,17781,Retirement,1365,264,23569,2965,5788
BBUK017851,31,0,Full-time,3,6,5750,0,498,120,96,800,400,360,280,400,120,48,336,3459,2291,7573,2379,281306,Emergency fund,2226,1233,9952,8560,111573
BBUK017852,53,1,Retired,2,9,1130,301,149,30,8,144,55,27,22,61,30,20,46,891,239,1144,1708,-13775,Pay off debt,767,125,2853,14862,16628
BBUK017853,51,0,Part-time,1,10,1399,0,199,65,17,241,169,60,48,135,65,14,72,1088,312,2508,3360,453926,Pay off debt,822,266,5868,2036,46744
BBUK017854,55,2,Full-time,2,4,2913,739,30,73,19,441,134,67,54,151,73,48,81,1909,1004,8800,12678,17232,Emergency fund,1635,274,21478,2966,4246
BBUK017855,30,0,Full-time,2,1,2116,654,8,36,17,238,119,107,83,133,36,14,71,1516,600,3224,1229,-6625,Retirement,1190,326,4454,790,11079
BBUK017856,68,0,Full-time,2,3,4214,0,812,199,88,736,368,184,147,412,199,44,221,3412,803,5230,7151,-139549,Pay off debt,2624,788,12381,9659,188554
BBUK017857,38,1,Full-time,2,10,7912,2413,54,237,105,1158,439,219,176,491,132,158,263,5847,2065,14577,9442,16960,Retirement,4908,939,24020,5442,7060
BBUK017858,22,0,Full-time,1,11,2474,613,6,30,14,198,138,89,69,111,30,12,59,1368,1106,1866,685,1336,Buy a house,1082,287,2551,647,1215
BBUK017859,25,0,Retired,2,5,13770,3295,83,323,144,1198,599,539,419,671,180,72,503,8027,5743,18665,7043,13560,Buy a house,6182,1845,25707,8348,12147
BBUK017860,69,1,Full-time,2,4,3933,1049,36,103,27,503,191,95,76,214,103,69,160,2625,1308,20498,24564,35995,Travel,2190,435,45062,3567,9066
BBUK017861,65,0,Full-time,3,9,11380,0,449,950,292,2436,1218,609,487,1218,658,146,1023,9485,1895,12899,19228,22827,Buy a house,6587,2898,32126,16023,88256
BBUK017862,58,0,Full-time,1,3,3487,1310,69,114,30,423,296,106,85,237,114,25,127,2934,553,1474,1984,-5314,Travel,2469,465,3458,6869,8773
BBUK017863,52,0,Full-time,1,9,4479,1501,20,131,58,484,339,121,97,271,131,29,203,3385,1094,8377,17590,22618,Start a business,2770,615,25967,2005,3350
BBUK017864,18,1,Part-time,2,3,1000,200,110,11,5,96,36,33,25,41,11,13,22,603,397,21,7,-18136,Emergency fund,504,100,28,10964,18164
BBUK017865,51,1,Retired,2,12,8149,1640,74,233,72,787,298,149,119,334,161,107,250,4224,3925,12680,20731,25704,Education,3514,709,33411,7424,7708
BBUK017866,35,0,Part-time,2,7,1049,270,60,15,7,98,49,25,20,55,15,6,41,661,388,869,742,-4904,Pay off debt,549,112,1611,5990,6515
BBUK017867,56,0,Full-time,3,4,2898,778,39,84,22,311,156,78,62,156,84,19,93,1881,1016,7422,17711,20703,Education,1564,318,25133,3855,4430
BBUK017868,58,1,Retired,3,9,3401,953,55,103,27,503,191,95,76,191,103,69,160,2526,875,6495,7660,4191,Emergency fund,2091,435,14155,5536,9964
BBUK017869,70,2,Self-employed,2,7,6413,0,400,320,98,1345,410,205,164,459,221,148,246,4016,2397,5584,9437,79953,Pay off debt,3139,877,15021,906,98644
BBUK017870,51,0,Full-time,1,10,4028,1224,151,107,47,395,276,99,79,221,107,24,166,2894,1134,2527,8730,-5064,Invest more,2393,501,11258,15072,16322
BBUK017871,67,1,Part-time,3,7,1927,477,53,51,13,252,95,48,38,95,51,34,80,1288,639,4264,9550,6887,Start a business,1071,217,13814,5276,6927
BBUK017872,44,0,Full-time,1,8,1507,0,250,55,14,203,142,51,41,113,30,12,61,972,535,3092,1844,201653,Buy a house,749,223,4936,3712,57028
BBUK017873,65,2,Part-time,1,4,1655,0,414,40,10,242,103,37,30,83,40,27,62,1087,568,3979,7229,106661,Buy a house,907,180,11207,5412,103799
BBUK017874,72,1,Full-time,2,11,4260,1397,57,137,61,671,254,127,102,284,137,91,213,3532,728,8996,14865,14065,Retirement,2927,605,23861,5709,9795
BBUK017875,69,1,Full-time,1,3,7704,0,383,462,142,1563,829,296,237,663,320,213,497,5605,2098,6005,11472,49690,Education,4101,1504,17477,2291,92233
BBUK017876,29,0,Full-time,3,6,3157,886,114,53,25,355,177,160,124,177,53,21,149,2295,862,2115,434,-11255,Education,1766,528,2549,11422,13804
BBUK017877,18,1,Unemployed,1,9,2141,748,10,36,17,319,169,109,84,135,36,43,72,1779,363,23,4,-2921,Retirement,1429,350,27,1010,2948
BBUK017878,61,1,Self-employed,2,4,11972,3449,32,489,150,1655,627,314,251,702,339,226,527,8760,3212,39587,66921,102229,Pay off debt,7268,1492,106508,3247,4279
BBUK017879,71,3,Full-time,1,5,6836,1512,37,190,59,956,341,122,98,273,132,88,146,3953,2883,57324,63986,115302,Buy a house,3392,561,121311,3699,6008
BBUK017880,70,2,Retired,1,3,4252,1094,70,95,42,579,247,88,71,198,95,64,106,2749,1504,16231,29913,37875,Retirement,2343,406,46144,6971,8268
BBUK017881,59,1,Student,2,4,3700,985,388,97,25,473,179,90,72,201,97,143,107,2856,844,4536,7861,-30332,Buy a house,2490,365,12397,38805,42728
BBUK017882,52,3,Full-time,3,2,1450,418,32,45,12,327,84,42,33,84,45,30,70,1222,229,2029,3147,448,Buy a house,1031,190,5176,3240,4727
BBUK017883,54,0,Part-time,3,5,4485,0,163,272,121,1006,503,251,201,503,272,60,422,3774,711,8139,13653,147464,Start a business,2577,1197,21792,3803,34984
BBUK017884,44,0,Part-time,1,10,4032,1497,33,130,58,483,338,121,97,270,72,29,145,3272,760,4916,4143,2195,Start a business,2717,555,9059,3268,6864
BBUK017885,39,0,Self-employed,2,2,1763,599,93,33,15,218,109,54,44,122,33,13,65,1398,365,2737,1862,-6258,Travel,1176,222,4599,9316,10857
BBUK017886,52,0,Full-time,1,11,7682,2620,42,330,101,845,592,211,169,473,228,51,254,5915,1767,4685,8980,8248,Pay off debt,4943,972,13665,4163,5416
BBUK017887,64,1,Self-employed,2,11,10487,0,581,563,173,1906,722,361,289,809,390,260,433,6487,3999,70400,101518,296020,Emergency fund,4942,1545,171917,5451,137092
BBUK017888,24,0,Part-time,1,2,6534,0,484,263,117,976,683,439,341,546,146,59,293,4347,2187,6628,1885,234564,Pay off debt,2884,1463,8513,6006,111923
BBUK017889,62,0,Self-employed,1,8,2480,0,403,95,25,352,246,88,70,197,95,21,148,1741,739,3254,4478,93368,Invest more,1311,429,7732,17605,74412
BBUK017890,61,0,Full-time,1,4,3136,0,559,161,42,598,418,149,120,335,161,36,179,2758,378,1865,2954,288009,Start a business,2101,657,4818,175,139387
BBUK017891,42,1,Self-employed,2,5,2313,728,22,71,19,349,132,66,53,148,40,48,111,1788,525,4674,2933,5145,Travel,1486,302,7607,2226,2461
BBUK017892,75,4,Part-time,3,11,2134,0,167,84,22,710,156,78,62,156,84,56,131,1705,429,4125,6519,144425,Invest more,1350,355,10644,7006,31229
BBUK017893,28,1,Full-time,1,11,2563,498,105,24,11,212,112,72,56,90,24,29,67,1302,1261,2637,554,-10023,Emergency fund,1050,252,3191,10485,13214
BBUK017894,49,1,Full-time,2,1,10889,0,303,679,209,2297,870,435,348,974,261,313,522,7211,3678,21695,20231,321207,Buy a house,5349,1862,41926,13457,55583
BBUK017895,20,0,Self-employed,1,10,3671,1284,43,62,29,414,290,186,145,232,62,25,174,2946,725,690,310,-3277,Invest more,2296,650,999,4251,4276
BBUK017896,22,1,Full-time,2,5,6906,1846,58,181,81,886,336,302,235,376,101,121,282,4803,2103,3435,852,-5392,Emergency fund,3769,1034,4287,5757,9679
BBUK017897,65,0,Full-time,1,1,4801,1421,119,124,55,458,321,115,92,257,124,27,137,3249,1552,10428,13662,11785,Buy a house,2722,527,24090,11902,12305
BBUK017898,29,2,Full-time,2,11,2787,0,493,50,23,546,167,150,117,186,50,60,140,1981,806,1622,565,183607,Travel,1485,496,2187,17789,96465
BBUK017899,63,2,Full-time,1,3,10898,2267,69,285,88,1199,512,183,146,410,197,132,219,5707,5191,20837,26986,40228,Emergency fund,4866,841,47823,6859,7595
BBUK017900,33,2,Retired,1,11,2940,779,95,38,18,412,176,113,88,141,38,45,106,2049,891,2930,782,-9129,Retirement,1654,395,3712,9531,12841
BBUK017901,47,1,Part-time,1,6,1173,277,13,24,6,118,62,22,18,50,13,16,27,646,527,3490,2904,3463,Pay off debt,548,98,6395,1264,2932
BBUK017902,23,0,Full-time,2,8,1735,508,80,28,13,185,92,83,65,104,28,11,55,1252,483,970,318,-10422,Buy a house,999,253,1289,7970,11711
BBUK017903,64,1,Retired,2,4,1824,607,73,60,15,291,110,55,44,124,60,40,93,1571,252,694,1156,-9645,Buy a house,1320,251,1850,7333,11495
BBUK017904,66,0,Full-time,2,6,4164,1517,8,149,66,552,276,138,110,309,149,33,232,3538,626,5831,17458,20732,Buy a house,2882,656,23289,835,2557
BBUK017905,24,1,Full-time,3,6,6460,1899,97,205,91,1002,380,342,266,380,114,137,228,5139,1321,4844,1564,-8325,Buy a house,4061,1078,6409,9671,14734
BBUK017906,25,0,Full-time,2,8,3537,1173,288,64,30,426,213,192,149,239,64,26,128,2992,545,2729,798,-27876,Emergency fund,2408,584,3527,28830,31403
BBUK017907,44,1,Full-time,3,1,3877,1044,27,113,29,551,209,104,84,209,63,75,175,2683,1194,12418,7260,11643,Invest more,2207,476,19678,2672,8036
BBUK017908,41,1,Part-time,3,6,8130,0,565,557,171,1886,714,357,286,714,214,257,600,6323,1806,14350,11998,111046,Start a business,4623,1700,26349,5525,132921
BBUK017909,60,0,Part-time,1,10,1278,0,319,35,9,131,92,33,26,74,35,8,55,819,459,3064,5580,176129,Emergency fund,659,160,8644,9857,128062
BBUK017910,70,1,Unemployed,1,4,10417,0,944,648,200,2195,1164,416,333,931,449,299,499,8076,2340,12523,26478,168939,Travel,6165,1912,39001,12200,217754
BBUK017911,68,1,Self-employed,2,1,2211,562,34,55,14,270,102,51,41,115,55,37,61,1399,812,2246,3648,1688,Retirement,1190,209,5894,3433,4207
BBUK017912,38,1,Full-time,2,4,3438,730,57,40,19,351,133,66,53,149,40,48,112,1797,1641,5021,4807,2925,Retirement,1494,303,9828,5715,6903
BBUK017913,49,1,Student,2,12,1830,553,233,54,14,265,100,50,40,113,30,80,60,1594,236,2080,1561,-28357,Buy a house,1389,205,3641,23337,31998
BBUK017914,63,1,Retired,2,1,2166,490,46,48,12,235,89,45,36,100,48,32,75,1256,910,6025,12038,7697,Emergency fund,1053,203,18063,4583,10365
BBUK017915,24,1,Retired,1,11,2294,0,263,57,27,500,265,171,133,212,57,68,114,1866,428,1974,386,84542,Buy a house,1316,549,2359,10041,50659
BBUK017916,67,0,Full-time,3,2,5887,0,725,287,127,1062,531,266,212,531,287,64,319,4412,1475,9882,17375,153539,Education,3275,1137,27257,16201,157000
BBUK017917,72,1,Retired,3,4,1429,364,32,39,10,192,73,36,29,73,39,26,61,977,452,1568,2626,-1807,Start a business,811,166,4193,3237,6001
BBUK017918,73,0,Unemployed,2,10,5749,0,442,291,129,1079,539,270,216,604,291,65,324,4250,1499,10053,17905,83488,Travel,3096,1154,27957,10451,94797
BBUK017919,73,0,Full-time,2,11,2428,675,52,66,17,246,123,61,49,137,66,15,103,1611,817,9293,17480,18722,Pay off debt,1331,280,26773,5189,8051
BBUK017920,52,0,Student,1,6,3574,0,375,140,36,518,363,129,104,290,140,145,218,2458,1117,6584,13455,164564,Retirement,1826,632,20039,18917,65485
BBUK017921,44,2,Full-time,1,4,1917,600,150,52,14,317,135,48,39,108,29,35,81,1609,308,1931,1511,-13639,Start a business,1373,236,3443,15014,17082
BBUK017922,58,1,Student,1,11,2907,831,48,72,19,354,188,67,54,150,72,107,80,2043,864,5447,8881,7637,Retirement,1748,295,14328,4805,6691
BBUK017923,21,1,Full-time,2,4,18991,5520,185,542,241,2650,1004,903,703,1124,301,361,602,14136,4854,5380,1365,-13604,Invest more,11286,2850,6744,18492,20348
BBUK017924,55,1,Part-time,1,6,3189,1070,41,93,24,456,242,86,69,193,93,62,145,2575,613,2998,5945,3778,Retirement,2154,421,8943,4149,5165
BBUK017925,31,2,Full-time,1,3,2674,626,31,30,14,331,141,91,71,113,30,36,85,1602,1072,2789,492,-4232,Education,1284,317,3281,3140,7513
BBUK017926,51,0,Self-employed,1,8,9400,0,228,545,168,1398,979,350,280,783,378,84,587,5779,3621,9529,20660,182147,Invest more,4003,1776,30189,772,55783
BBUK017927,62,0,Full-time,1,3,13426,4348,64,547,168,1403,982,351,281,785,379,84,421,9811,3614,12075,26849,32306,Retirement,8198,1613,38923,6387,6617
BBUK017928,73,1,Retired,2,2,2412,862,99,85,22,414,157,78,63,176,85,56,94,2190,222,2765,6397,-10072,Travel,1870,320,9162,9877,19234
BBUK017929,42,0,Part-time,1,5,8153,2887,85,363,112,931,652,233,186,522,140,56,279,6446,1707,3054,3892,-2866,Invest more,5375,1071,6946,8487,9812
BBUK017930,70,0,Full-time,1,4,19210,6786,19,854,263,2189,1532,547,438,1226,591,131,657,15232,3978,27240,55743,79745,Pay off debt,12715,2517,82983,1897,3239
BBUK017931,36,0,Full-time,1,12,10455,3269,60,285,127,1054,738,264,211,590,158,63,443,7261,3194,12421,8185,8965,Invest more,5922,1339,20606,5991,11641
BBUK017932,29,0,Full-time,1,2,3464,0,866,48,22,320,224,144,112,179,48,19,96,2079,1385,2445,1030,-195100,Travel,1615,464,3475,7065,435184
BBUK017933,70,1,Full-time,2,7,1666,429,34,42,11,206,78,39,31,87,42,28,47,1075,591,7223,11899,13952,Invest more,916,159,19122,3402,5170
BBUK017934,54,0,Full-time,1,12,4882,2007,20,175,78,647,453,162,129,363,175,39,194,4442,440,2419,4870,4339,Emergency fund,3697,744,7290,2032,2950
BBUK017935,44,1,Self-employed,2,1,10870,0,370,734,226,2484,941,470,376,1054,282,339,790,8067,2803,19374,13283,234960,Education,5828,2239,32657,3583,87196
BBUK017936,39,0,Retired,2,5,2142,677,63,37,17,246,123,62,49,138,37,15,103,1567,575,4108,3808,1295,Retirement,1286,281,7916,6314,6621
BBUK017937,67,0,Full-time,1,5,2960,928,7,81,21,299,209,75,60,168,81,18,126,2072,888,3143,4577,5792,Buy a house,1707,365,7719,726,1927
BBUK017938,40,2,Full-time,2,10,59156,16209,180,1591,707,9667,2947,1474,1179,3301,884,1061,1768,40968,18187,42215,35314,57423,Buy a house,34661,6307,77530,17963,20106
BBUK017939,50,2,Full-time,2,12,8193,0,1073,418,129,1757,536,268,214,600,161,193,321,5668,2525,19544,17379,173832,Education,4522,1146,36924,11549,250883
BBUK017940,37,0,Full-time,3,7,13231,3549,67,383,170,1420,710,355,284,710,213,85,426,8372,4858,30761,38358,62231,Buy a house,6853,1519,69119,6693,6889
BBUK017941,24,3,Unemployed,1,8,4179,1337,10,65,52,845,302,194,151,242,65,78,129,3469,710,737,405,-343,Buy a house,2822,647,1142,1003,1484
BBUK017942,46,2,Student,3,1,5328,0,1332,125,56,762,232,116,93,232,70,186,195,3400,1927,5176,2927,-27400,Travel,2847,553,8103,8418,345428
BBUK017943,61,2,Full-time,2,11,12415,3481,83,494,152,2076,633,316,253,709,342,228,380,9145,3270,31632,55962,77699,Retirement,7791,1354,87595,8255,9895
BBUK017944,57,1,Retired,1,10,9087,0,127,744,229,2518,1336,477,382,1068,515,343,572,8312,775,2781,4174,320583,Emergency fund,6118,2194,6955,2444,28123
BBUK017945,22,2,Self-employed,1,7,1438,505,53,24,11,267,114,73,57,91,24,29,49,1298,140,240,66,-5697,Emergency fund,1062,236,306,5265,6002
BBUK017946,64,0,Part-time,1,6,7111,2236,111,281,87,721,505,180,144,404,195,43,216,5123,1988,14082,26538,28248,Buy a house,4294,829,40620,11110,12372
BBUK017947,21,1,Self-employed,2,8,5512,0,484,134,108,1183,448,403,314,502,134,161,269,4141,1370,535,220,135489,Travel,2868,1273,755,9527,106606
BBUK017948,45,1,Part-time,1,10,4414,1192,69,104,46,508,269,96,77,215,58,69,162,2865,1549,18710,19032,26726,Start a business,2377,488,37742,6925,11017
BBUK017949,60,0,Self-employed,1,7,2988,1038,40,90,23,335,234,84,67,187,90,20,100,2310,679,8142,10413,11367,Buy a house,1942,368,18556,4041,7189
BBUK017950,33,1,Self-employed,1,6,3012,979,58,47,22,417,221,142,111,177,47,57,95,2373,639,2984,876,-4285,Pay off debt,1915,458,3860,5796,8145
BBUK017951,34,2,Full-time,1,3,3142,966,145,47,22,511,218,140,109,174,47,56,131,2565,577,3533,1428,-12859,Emergency fund,2076,489,4961,14466,17819
BBUK017952,61,0,Part-time,1,12,1158,0,289,30,8,111,77,28,22,62,30,7,33,697,461,1666,2878,-110879,Pay off debt,575,122,4544,3113,186096
BBUK017953,36,0,Self-employed,2,9,8073,1845,31,181,81,671,335,168,134,376,101,40,201,4164,3909,25859,20466,40520,Invest more,3446,718,46325,3086,5805
BBUK017954,72,3,Student,3,2,1298,0,325,41,11,296,75,38,30,75,41,60,63,1055,243,2839,4565,82384,Retirement,883,172,7404,13411,158868
BBUK017955,67,2,Full-time,1,1,3039,0,108,87,22,525,224,80,64,179,87,58,135,1569,1470,5718,7673,70303,Pay off debt,1178,391,13391,3939,21020
BBUK017956,24,0,Full-time,2,12,2846,768,109,42,20,279,140,126,98,156,42,17,117,1912,934,3534,799,-9322,Emergency fund,1496,416,4333,10921,13655
BBUK017957,40,1,Self-employed,1,9,8072,0,448,428,190,2095,1111,397,317,889,238,286,476,6875,1197,7478,7924,49725,Retirement,5050,1825,15402,3018,107487
BBUK017958,72,0,Full-time,2,9,2150,0,537,63,16,234,117,58,47,131,63,14,98,1379,770,6081,10103,-84967,Emergency fund,1113,267,16184,5504,230273
BBUK017959,58,0,Full-time,3,11,2932,1043,44,113,29,417,209,104,83,209,113,25,175,2564,369,1035,1755,-1786,Buy a house,2088,476,2789,4401,4575
BBUK017960,35,0,Full-time,2,11,3858,0,571,109,51,726,363,181,145,406,109,44,305,3009,849,2759,2027,45847,Buy a house,2182,827,4785,8723,129675
BBUK017961,56,1,Full-time,1,7,18092,4749,31,597,184,2022,1072,383,306,858,414,276,460,11352,6740,30308,62383,83755,Retirement,9590,1762,92691,3116,8936
BBUK017962,57,2,Full-time,2,7,2631,772,31,76,20,460,140,70,56,157,76,51,84,1993,638,2295,4590,2198,Retirement,1707,286,6885,3113,4687
BBUK017963,51,2,Part-time,1,4,2002,620,32,54,14,328,140,50,40,112,54,36,84,1563,439,2478,2909,-2670,Education,1319,244,5387,3194,8057
BBUK017964,21,1,Part-time,3,3,2975,658,202,40,18,348,132,119,92,132,40,47,79,1906,1069,862,208,-22340,Invest more,1545,361,1070,20191,23411
BBUK017965,20,3,Full-time,2,1,3931,1132,120,62,29,807,206,185,144,231,62,74,123,3175,756,296,79,-12017,Education,2611,564,375,12047,12392
BBUK017966,41,1,Full-time,1,5,6432,2179,62,274,84,928,492,176,141,394,105,127,295,5257,1175,10397,8011,7909,Pay off debt,4364,893,18408,6151,10499
